seed,seed_hex,stress,problem,variant,run_status,engine_end_reason,total,cleared,clear_rate,error,mean_time_per_source,virtual_time_s,distance,runtime,device,fallback_count,grid_points,clear_attempts,optical_clear_attempts,diagnostic_count,detect_count,switch_count,config_hash,scene_hash,source_hash,directional_count,evidence,grid_version,stage_discovery_s,stage_active_localization_s,stage_diagnostic_s,stage_optical_fallback_s,stage_certified_clear_s,stage_sum_error_s,validation_errors,valid_full_clear
0,0000000000000000000000000000000000000000000000000000000000000000,byte_pattern,4,P4_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,1528.1031195333335,22921.546793,95107.73396563908,1.5606752000003326,cpu,4,820,318,307,0,494,446,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,64d715059fd8d58ef3cd16ff06b767341474d33d91638db817b4118a9cf3ae66,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,12,recovered_practice_engine_local,grid_v1,9056.161513000012,1262.8976319999929,0.0,12236.091259999997,366.39638799999966,0.0,[],True
0,0000000000000000000000000000000000000000000000000000000000000000,byte_pattern,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,861.2874757333334,12919.312136,46086.560663656004,1.612817899998845,cpu,4,820,252,241,0,494,446,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,64d715059fd8d58ef3cd16ff06b767341474d33d91638db817b4118a9cf3ae66,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,12,recovered_practice_engine_local,grid_v1,9056.852902000002,1262.8976319999997,0.0,2233.1652139999987,366.3963879999999,0.0,[],True
0,0000000000000000000000000000000000000000000000000000000000000000,byte_pattern,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,755.3364340666667,11330.046511,41515.23254489037,1.82784250000077,cpu,0,0,15,0,6,500,452,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,64d715059fd8d58ef3cd16ff06b767341474d33d91638db817b4118a9cf3ae66,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,12,recovered_practice_engine_local,grid_v1,9056.785202000003,1263.5705249999987,546.735716,0.0,462.9550679999995,0.0,[],True
1,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,byte_pattern,4,P4_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,756.1142978571428,10585.60017,37823.00084624861,1.1397361999988789,cpu,0,0,14,0,0,498,461,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,c42c26155be3407e68f839a18d92edcd9551ba42e3acc4068f96e1583f130e96,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,4,recovered_practice_engine_local,grid_v1,8826.517917999998,1082.2049610000006,0.0,0.0,676.8772909999998,1.8189894035458565e-12,[],True
1,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,byte_pattern,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,756.1142978571428,10585.60017,37823.00084624861,1.1678884000011749,cpu,0,0,14,0,0,498,461,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,c42c26155be3407e68f839a18d92edcd9551ba42e3acc4068f96e1583f130e96,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,4,recovered_practice_engine_local,grid_v1,8826.517917999998,1082.2049610000006,0.0,0.0,676.8772909999998,1.8189894035458565e-12,[],True
1,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,byte_pattern,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,756.1142978571428,10585.60017,37823.00084624861,1.1387018999994325,cpu,0,0,14,0,0,498,461,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,c42c26155be3407e68f839a18d92edcd9551ba42e3acc4068f96e1583f130e96,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,4,recovered_practice_engine_local,grid_v1,8826.517917999998,1082.2049610000006,0.0,0.0,676.8772909999998,1.8189894035458565e-12,[],True
2,000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f,byte_pattern,4,P4_current_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,845.024532,10985.318916,39151.59458097416,1.098485399999845,cpu,0,0,13,0,0,522,480,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,251c4c9adcfb0bbdbea393349ba9878e8d9aa180c52db877c382fae94d4545f5,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,3,recovered_practice_engine_local,grid_v1,9153.276306,1130.2395729999994,0.0,0.0,701.8030369999999,1.8189894035458565e-12,[],True
2,000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f,byte_pattern,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,845.024532,10985.318916,39151.59458097416,1.0907250000000204,cpu,0,0,13,0,0,522,480,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,251c4c9adcfb0bbdbea393349ba9878e8d9aa180c52db877c382fae94d4545f5,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,3,recovered_practice_engine_local,grid_v1,9153.276306,1130.2395729999994,0.0,0.0,701.8030369999999,1.8189894035458565e-12,[],True
2,000102030405060708090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f,byte_pattern,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,845.024532,10985.318916,39151.59458097416,1.0912308000006306,cpu,0,0,13,0,0,522,480,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,251c4c9adcfb0bbdbea393349ba9878e8d9aa180c52db877c382fae94d4545f5,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,3,recovered_practice_engine_local,grid_v1,9153.276306,1130.2395729999994,0.0,0.0,701.8030369999999,1.8189894035458565e-12,[],True
3,1f1e1d1c1b1a191817161514131211100f0e0d0c0b0a09080706050403020100,byte_pattern,4,P4_current_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,1002.8143435000001,12033.772122,44363.86060129402,1.5372253999994427,cpu,0,0,12,0,0,526,471,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,899a1c2ab7b84464f32ba71366100d7f16923333cf3055d22582e10e734b86fb,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,9,recovered_practice_engine_local,grid_v1,10081.684589,1591.5029680000011,0.0,0.0,360.584564999999,0.0,[],True
3,1f1e1d1c1b1a191817161514131211100f0e0d0c0b0a09080706050403020100,byte_pattern,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,1002.8143435000001,12033.772122,44363.86060129402,1.5736998000011226,cpu,0,0,12,0,0,526,471,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,899a1c2ab7b84464f32ba71366100d7f16923333cf3055d22582e10e734b86fb,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,9,recovered_practice_engine_local,grid_v1,10081.684589,1591.5029680000011,0.0,0.0,360.584564999999,0.0,[],True
3,1f1e1d1c1b1a191817161514131211100f0e0d0c0b0a09080706050403020100,byte_pattern,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,12,12,1.0,,1002.8143435000001,12033.772122,44363.86060129402,1.570909500000198,cpu,0,0,12,0,0,526,471,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,899a1c2ab7b84464f32ba71366100d7f16923333cf3055d22582e10e734b86fb,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,9,recovered_practice_engine_local,grid_v1,10081.684589,1591.5029680000011,0.0,0.0,360.584564999999,0.0,[],True
4,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,byte_pattern,4,P4_current_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,1250.2471631818182,13752.718795,52248.59397229435,0.8871030999998766,cpu,2,650,80,71,0,514,471,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,0ba3d587e9197f09f3310d3e633fd1d0ae24fe643d6b3ef24e6827e4bb58e362,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,2,recovered_practice_engine_local,grid_v1,9279.636867000001,1046.0535809999997,0.0,3229.367764,197.66058300000003,1.8189894035458565e-12,[],True
4,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,byte_pattern,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,1170.738751818182,12878.12627,44785.63133658258,0.9159178000008978,cpu,2,650,286,277,0,514,471,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,0ba3d587e9197f09f3310d3e633fd1d0ae24fe643d6b3ef24e6827e4bb58e362,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,2,recovered_practice_engine_local,grid_v1,9279.636867000001,1046.0535809999997,0.0,2354.775239,197.66058299999912,0.0,[],True
4,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,byte_pattern,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,1040.9426024545455,11450.368627,41581.84312948173,1.0760055999999167,cpu,1,15,15,5,5,519,472,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,0ba3d587e9197f09f3310d3e633fd1d0ae24fe643d6b3ef24e6827e4bb58e362,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,2,recovered_practice_engine_local,grid_v1,9279.636867000001,1047.7111839999993,858.3579239999999,41.66774099999975,222.99491100000085,1.8189894035458565e-12,[],True
5,5555555555555555555555555555555555555555555555555555555555555555,byte_pattern,4,P4_current_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,3217.735156230769,41830.557031,186182.78514206377,1.3049460000002,cpu,2,594,400,389,0,568,528,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,a79c8923d199554195d161b8b3dfa2a8b0ad3a9ab817f5bcf7e98c54b38c89c8,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,5,recovered_practice_engine_local,grid_v1,9636.547293999989,1493.987410999993,0.0,30359.855911,340.16641500001634,0.0,[],True
5,5555555555555555555555555555555555555555555555555555555555555555,byte_pattern,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,1143.7334252307692,14868.534528,50382.67265032004,1.2745242000000871,cpu,2,594,466,455,0,568,528,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,a79c8923d199554195d161b8b3dfa2a8b0ad3a9ab817f5bcf7e98c54b38c89c8,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,5,recovered_practice_engine_local,grid_v1,9634.160206000004,1493.9874109999998,0.0,3400.2204960000004,340.1664149999968,0.0,[],True
5,5555555555555555555555555555555555555555555555555555555555555555,byte_pattern,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,13,13,1.0,,916.3122949230769,11912.059834,42285.29918378449,1.4217924000004132,cpu,0,0,13,0,4,572,530,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,a79c8923d199554195d161b8b3dfa2a8b0ad3a9ab817f5bcf7e98c54b38c89c8,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,5,recovered_practice_engine_local,grid_v1,9636.42021,1495.0826070000007,339.61587599999984,0.0,440.9411410000001,0.0,[],True
6,0000000000000000000000000000000000000000000000000000000000000001,one_bit,4,P4_current_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,987.966284909091,10867.629134,39363.145673125146,0.7733735000001616,cpu,0,0,11,0,0,497,455,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,ff05d590c52c9bf6f094a6d61792a77225f7e59afc9d5ca64fc41bf3960bfe31,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,6,recovered_practice_engine_local,grid_v1,9099.458743,1230.0271849999995,0.0,0.0,538.1432060000005,1.8189894035458565e-12,[],True
6,0000000000000000000000000000000000000000000000000000000000000001,one_bit,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,987.966284909091,10867.629134,39363.145673125146,0.7926482000002579,cpu,0,0,11,0,0,497,455,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,ff05d590c52c9bf6f094a6d61792a77225f7e59afc9d5ca64fc41bf3960bfe31,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,6,recovered_practice_engine_local,grid_v1,9099.458743,1230.0271849999995,0.0,0.0,538.1432060000005,1.8189894035458565e-12,[],True
6,0000000000000000000000000000000000000000000000000000000000000001,one_bit,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,11,11,1.0,,987.966284909091,10867.629134,39363.145673125146,0.7931201999999757,cpu,0,0,11,0,0,497,455,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,ff05d590c52c9bf6f094a6d61792a77225f7e59afc9d5ca64fc41bf3960bfe31,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,6,recovered_practice_engine_local,grid_v1,9099.458743,1230.0271849999995,0.0,0.0,538.1432060000005,1.8189894035458565e-12,[],True
7,0000000000000000000000000000000000000000000000000000000000000002,one_bit,4,P4_current_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,5315.9511717000005,53159.511717,242032.55865484348,0.9092194000004383,cpu,2,780,554,546,0,520,471,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,b481d5f702fe44a026fdf81caaea5c483491c929f6b20dcd90b65267e6b9c9a2,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,10,recovered_practice_engine_local,grid_v1,9610.817986,1301.609043000003,0.0,42054.352094999995,192.73259300000313,7.275957614183426e-12,[],True
7,0000000000000000000000000000000000000000000000000000000000000002,one_bit,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,1283.3010988,12833.010988,45560.05492827155,0.9077381000006426,cpu,2,780,210,202,0,520,471,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,b481d5f702fe44a026fdf81caaea5c483491c929f6b20dcd90b65267e6b9c9a2,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,10,recovered_practice_engine_local,grid_v1,9610.821256,1307.3698980000004,0.0,1721.9805100000003,192.83932400000026,1.8189894035458565e-12,[],True
7,0000000000000000000000000000000000000000000000000000000000000002,one_bit,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,1203.8154547,12038.154547,44435.77272625138,1.1361661999999342,cpu,0,0,10,0,6,526,471,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,b481d5f702fe44a026fdf81caaea5c483491c929f6b20dcd90b65267e6b9c9a2,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,10,recovered_practice_engine_local,grid_v1,9610.819313,1301.054376,849.4426370000001,0.0,276.8382210000002,0.0,[],True
8,0000000000000000000000000000000000000000000000000000000000000004,one_bit,4,P4_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,704.05320025,11264.851204,44259.25601600824,1.4938552000003256,cpu,0,0,16,0,0,396,353,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,81394eba99b59e2bf6cfa4b6879d0f8e44435c15ccdb7de1eebbd2b7688d14c3,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,1,recovered_practice_engine_local,grid_v1,9376.929212,1038.4766219999992,0.0,0.0,849.4453700000015,1.8189894035458565e-12,[],True
8,0000000000000000000000000000000000000000000000000000000000000004,one_bit,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,704.05320025,11264.851204,44259.25601600824,1.483727999999246,cpu,0,0,16,0,0,396,353,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,81394eba99b59e2bf6cfa4b6879d0f8e44435c15ccdb7de1eebbd2b7688d14c3,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,1,recovered_practice_engine_local,grid_v1,9376.929212,1038.4766219999992,0.0,0.0,849.4453700000015,1.8189894035458565e-12,[],True
8,0000000000000000000000000000000000000000000000000000000000000004,one_bit,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,704.05320025,11264.851204,44259.25601600824,1.5189569000012852,cpu,0,0,16,0,0,396,353,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,81394eba99b59e2bf6cfa4b6879d0f8e44435c15ccdb7de1eebbd2b7688d14c3,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,1,recovered_practice_engine_local,grid_v1,9376.929212,1038.4766219999992,0.0,0.0,849.4453700000015,1.8189894035458565e-12,[],True
9,0000000000000000000000000000000000000000000000000000000000000008,one_bit,4,P4_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,3866.05885525,61856.941684,284399.70856948756,1.1424494000002596,cpu,3,1087,899,886,0,382,338,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,e15f3147c2ebb1f87a34330d86bf19343c6feacb65007199e04de3980c99859e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,7,recovered_practice_engine_local,grid_v1,8472.621835999998,1478.2834449999946,0.0,50992.51162699999,913.5247760000061,7.275957614183426e-12,[],True
9,0000000000000000000000000000000000000000000000000000000000000008,one_bit,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,1087.504230125,17400.067682,62130.338408472024,1.1886880000001838,cpu,3,1087,898,885,0,382,338,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,e15f3147c2ebb1f87a34330d86bf19343c6feacb65007199e04de3980c99859e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,7,recovered_practice_engine_local,grid_v1,8472.621836000002,1478.283445,0.0,6535.637625,913.5247759999988,0.0,[],True
9,0000000000000000000000000000000000000000000000000000000000000008,one_bit,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,725.5668025,11609.06884,46270.34419088173,1.3768323000003875,cpu,0,0,16,0,5,387,340,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,e15f3147c2ebb1f87a34330d86bf19343c6feacb65007199e04de3980c99859e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,7,recovered_practice_engine_local,grid_v1,8470.035662999999,1477.3920820000012,582.6252350000002,0.0,1079.0158599999997,0.0,[],True
10,0000000000000000000000000000000000000000000000000000000000000010,one_bit,4,P4_current_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,2394.6430739285715,33525.003035,144970.01519170727,1.789363099998809,cpu,1,390,296,283,0,610,565,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,af38be975693c6544c62db9bf895c2c9af58fc8aaad15d8a24548881470b7858,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,10,recovered_practice_engine_local,grid_v1,10168.299071000005,1803.3658060000002,0.0,21258.991707,294.3464509999964,0.0,[],True
10,0000000000000000000000000000000000000000000000000000000000000010,one_bit,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,1024.7193678571427,14346.07115,49075.355759565784,1.8048049999997602,cpu,1,390,296,283,0,610,565,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,af38be975693c6544c62db9bf895c2c9af58fc8aaad15d8a24548881470b7858,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,10,recovered_practice_engine_local,grid_v1,10168.299071000003,1803.3658059999984,0.0,2080.059822000001,294.34645099999824,0.0,[],True
10,0000000000000000000000000000000000000000000000000000000000000010,one_bit,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,14,14,1.0,,889.3402905714286,12450.764068,43773.8203498133,1.842130699998961,cpu,0,0,14,0,2,612,566,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,af38be975693c6544c62db9bf895c2c9af58fc8aaad15d8a24548881470b7858,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,10,recovered_practice_engine_local,grid_v1,10168.299070999998,1804.2687640000008,156.58606700000018,0.0,321.6101660000019,0.0,[],True
11,0000000000000000000000000000000000000000000000000000000000000020,one_bit,4,P4_current_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,1318.4564358125,21095.302973,88296.51488830049,2.2702131000005465,cpu,1,264,181,166,0,486,431,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,159d1e8bd6652d79bbaaa7aaa78124b4a30e6a799dc478f68b9f150b78be1f06,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,14,recovered_practice_engine_local,grid_v1,9334.429561,1768.455253000001,0.0,9363.266690999999,629.1514679999991,0.0,[],True
11,0000000000000000000000000000000000000000000000000000000000000020,one_bit,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,800.582608875,12809.321742,47286.60871013543,2.2636383999997634,cpu,1,264,153,138,0,486,431,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,159d1e8bd6652d79bbaaa7aaa78124b4a30e6a799dc478f68b9f150b78be1f06,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,14,recovered_practice_engine_local,grid_v1,9333.574079,1768.455253,0.0,1078.1409420000005,629.151468,0.0,[],True
11,0000000000000000000000000000000000000000000000000000000000000020,one_bit,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,16,16,1.0,,745.4616541875,11927.386467,44906.932335595324,2.3189170000005106,cpu,0,0,16,0,1,487,431,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,159d1e8bd6652d79bbaaa7aaa78124b4a30e6a799dc478f68b9f150b78be1f06,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,14,recovered_practice_engine_local,grid_v1,9331.713929,1768.455253000002,148.18242100000043,0.0,679.0348639999979,0.0,[],True
12,0000000000000000000000000000000000000000000000000000000000000040,one_bit,4,P4_current_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,1231.7371938,18476.057907,75920.28954134078,1.1072518000000855,cpu,2,413,169,156,0,467,420,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,ecc933cb78e9caf12be55ae9703292498ae62da25d9613c0c9d002116496728e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,4,recovered_practice_engine_local,grid_v1,9212.792667999998,1397.2112410000007,0.0,7113.133300000001,752.9206979999985,0.0,[],True
12,0000000000000000000000000000000000000000000000000000000000000040,one_bit,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,845.0817388666667,12676.226083,47281.13041852842,1.0742974000004324,cpu,2,413,145,132,0,467,420,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,ecc933cb78e9caf12be55ae9703292498ae62da25d9613c0c9d002116496728e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,4,recovered_practice_engine_local,grid_v1,9207.138758999998,1397.2112410000007,0.0,1318.9553850000011,752.9206979999985,1.8189894035458565e-12,[],True
12,0000000000000000000000000000000000000000000000000000000000000040,one_bit,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,15,15,1.0,,783.1293859333333,11746.940789,44494.70394909525,1.245133899999928,cpu,0,0,15,0,3,470,423,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,ecc933cb78e9caf12be55ae9703292498ae62da25d9613c0c9d002116496728e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,4,recovered_practice_engine_local,grid_v1,9210.642820000001,1397.2112410000007,335.91906500000186,0.0,803.167662999997,0.0,[],True
13,0000000000000000000000000000000000000000000000000000000000000080,one_bit,4,P4_current_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,1118.0162,11180.162,38460.80999979402,0.9837103999998362,cpu,0,0,10,0,0,580,538,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,97bc2a78d4e988a74be938e1ec41bca45d463a9e9afede83d58b684e58770a3e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,3,recovered_practice_engine_local,grid_v1,9717.639429000003,1014.9527099999987,0.0,0.0,447.569861,0.0,[],True
13,0000000000000000000000000000000000000000000000000000000000000080,one_bit,4,P4_route_only_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,1118.0162,11180.162,38460.80999979402,0.9447125999995478,cpu,0,0,10,0,0,580,538,cb7424de648741445e15bb1994f8c018357a5f44b60eaa29aba3b6bc7d937271,97bc2a78d4e988a74be938e1ec41bca45d463a9e9afede83d58b684e58770a3e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,3,recovered_practice_engine_local,grid_v1,9717.639429000003,1014.9527099999987,0.0,0.0,447.569861,0.0,[],True
13,0000000000000000000000000000000000000000000000000000000000000080,one_bit,4,P4_diagnostic_v1_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,1118.0162,11180.162,38460.80999979402,0.9699947000008251,cpu,0,0,10,0,0,580,538,dbc2410062cd54ef42aab2386c7e3f91784cf9bdb9913a67cd28fcbd825c381c,97bc2a78d4e988a74be938e1ec41bca45d463a9e9afede83d58b684e58770a3e,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,3,recovered_practice_engine_local,grid_v1,9717.639429000003,1014.9527099999987,0.0,0.0,447.569861,0.0,[],True
14,0000000000000000000000000000000000000000000000000000000000000100,one_bit,4,P4_current_grid_v1,FULL_CLEAR,user_exit,10,10,1.0,,2224.1773515,22241.773515,90358.86761475963,1.173063899999761,cpu,2,648,234,226,0,582,538,4aa5ed9f0476d422aa1a3133c5fdb3433f2e93a213b8abdb030decdd71bdafea,e410098dfe3a4b3620991b5ffda89df60aad46b8a812bc8c8e77c0a2e613a920,582606f08e9038b9bbbadc596bb4fa861f331ee6bfdb70a5c71433bbcb022860,9,recovered_practice_engine_local,grid_v1,9569.909509,1501.211095999999,0.0,10828.054178000002,342.59873200000163,3.637978807091713e-12,[],True
